	TeamName	Annotation
560	Куда вы меня тащите?!	-, , , , , , , , 
561	Бенгальские шторы	-, , , , , , , , 
562	Во имя Элуны	-, , , , , , , , 
563	Платон нам друг....	-, , , , , , , , 
564	Я же говорил	-, , , , , , , , 
565	Шими Шими Я	-, , , , , , , , 
566	pincode 0000	-, , , , , , , , 
567	Короли кэшбека	-, , , , , , , , 
568	оууу есс	-, , , , , , , , 
569	Другая команда	-, , , , , , , , 
570	Шанс последней извилине	-, , , , , , , , 
571	Centuro	-, , , , , , , , 
572	Котики	-, , , , , , , , 
573	Штурмовой мозг	-, , , , , , , , 
574	Киплинг	-, , , , , , , , 
575	Грязный Санчес	-, , , , , , , , 
576	Скелеты шкафа Эйнштейна	-, , , , , , , , 
577	FUCKтически победители	фактически победители, , , , , , , , 
578	Маринованный Рик	-, , , , , , , , 
579	Для массовки	-, , , , , , , , 
580	Амигос	-, , , , , , , , 
581	Рабочее название	-, , , , , , , , 
582	Жорж Милославский	-, , , , , , , , 
583	Мурмурация монстров	-, , , , , , , , 
584	Золотой резерв	-, , , , , , , , 
585	Пивка для рывка	-, , , , , , , , 
586	Liza, не уходи без приза	-, , , , , , , , 
587	Повшан вы подлец	-, , , , , , , , 
588	Пинки и Брейн	-, , , , , , , , 
589	С ветерком!	-, , , , , , , , 
590	No Name	-, , , , , , , , 
591	Хороший вопрос, следующий вопрос!	-, , , , , , , , 
592	Пакет с пакетвми	-, , , , , , , , 
593	Деменция	-, , , , , , , , 
594	Квизард	Wizard, , , , , , , , 
595	ёКЛМН	-, , , , , , , , 
596	Пивоваровы	-, , , , , , , , 
597	Слубоумие и Отвага	-, , , , , , , , 
598	Знакомые-Знакомых	-, , , , , , , , 
599	Берасцейскiя БуррагоZZы	-, , , , , , , , 
600	АВОСЬка идет по следу	-, , , , , , , , 
601	Чендлер на лейсбийской свадьбе	-, , , , , , , , 
602	!Парадокс	-, , , , , , , , 
603	HotLine	-, , , , , , , , 
604	Мрачная цифровая трансформация	-, , , , , , , , 
605	Фиджи-бриджи	-, , , , , , , , 
606	Это вам не ПФФ	-, , , , , , , , 
607	Набрали по объявлению	-, , , , , , , , 
608	Тутовые шелкопряды	-, , , , , , , , 
609	Помидоры	-, , , , , , , , 
610	Мы просто поесть	мы просто спросить, , , , , , , , 
611	СИНИЕ ходоки aka одичалые ТАПКИ	-, , , , , , , , 
612	Казак и Разбойники	-, , , , , , , , 
613	Проще пареной Пеппы	-, , , , , , , , 
614	мАДаМЫ	-, , , , , , , , 
615	Институт Градуса	-, , , , , , , , 
616	Не Комильфо	-, , , , , , , , 
617	Soulmates	-, , , , , , , , 
618	Как поживаешь?	-, , , , , , , , 
619	Буквы Фибоначчи	Числа Фибоначчи, , , , , , , , 
620	Смартики	-, , , , , , , , 
621	Смех и грех	-, , , , , , , , 
622	Ты че?	-, , , , , , , , 
623	The Black Eyed Slippers	The Black Eyed Peas, , , , , , , , 
624	Мозгуновым чисто по…	-, , , , , , , , 
625	Хай так	-, , , , , , , , 
626	ничего общего с сутулыми собаками	-, , , , , , , , 
627	Анти-пин	-, , , , , , , , 
628	Девственность Саши Грей	-, , , , , , , , 
629	БЭМС (школа 3)	-, , , , , , , , 
630	Zip Zip	-, , , , , , , , 
631	На энтузиастах	-, , , , , , , , 
632	Код Бигемот	Кот Бегемот, , , , , , , , 
633	Слёт юных Василис	-, , , , , , , , 
634	Твори раствор	-, , , , , , , , 
635	Рыжий из Поттера	-, , , , , , , , 
636	дырявый котел	-, , , , , , , , 
637	Йобибайт	-, , , , , , , , 
638	Воздушные молекулы	-, , , , , , , , 
639	Картошечка с грибами	-, , , , , , , , 
640	Умное чаепитие	-, , , , , , , , 
641	Циркумфлекс	-, , , , , , , , 
642	Шоколадные лягушки	-, , , , , , , , 
643	Дуй на одуваны	-, , , , , , , , 
644	Валли и К	-, , , , , , , , 
645	Морщерогие Кизляки	-, , , , , , , , 
646	Професьон де фуа	-, , , , , , , , 
647	Трусы Шафран	-, , , , , , , , 
648	Дикие мятые	-, , , , , , , , 
649	Дъявол носит Reebok	Дьявол носит Прада, , , , , , , , 
650	Реле навеселе	-, , , , , , , , 
651	"Мы Знатоки 5""б"""	-, , , , , , , , 
652	Спирто-глицериновый раствор	-, , , , , , , , 
653	сильные, независимые женщины и Андрей	-, , , , , , , , 
654	Ракамакафо!	-, , , , , , , , 
655	Сома посуди	-, , , , , , , , 
656	Клуб секси-Бэтменов	-, , , , , , , , 
657	Все умрут, а я грейпфрут!	Все умрут, а я останусь, , , , , , , , 
658	English Speaking Crab	English Speaking Club, , , , , , , , 
659	Всем фору!	-, , , , , , , , 
660	Самый лучший день	-, , , , , , , , 
661	Сферический пони	-, , , , , , , , 
662	Дэнни де Вито	-, , , , , , , , 
663	Звездочки	-, , , , , , , , 
664	trouble de la tete	-, , , , , , , , 
665	Лысый из браузера	Лысый из Браззерс, , , , , , , , 
666	Жигули	-, , , , , , , , 
667	Интеллектуальная сельдь	-, , , , , , , , 
668	КоМаНДа Г	-, , , , , , , , 
669	50 оттенков логики	50 оттенков серого, , , , , , , , 
670	Выпустите нас отсюда!	-, , , , , , , , 
671	Время не ждёт!	-, , , , , , , , 
672	Тигры доброй воли-2	Посол доброй воли, , , , , , , , 
673	Молекла компота	-, , , , , , , , 
674	ЯтьНеобять	-, , , , , , , , 
675	БуферПедал	-, , , , , , , , 
676	Я и эти!	-, , , , , , , , 
677	ТолиВоляТолиНет	-, , , , , , , , 
678	We are angleichane	-, , , , , , , , 
679	Не Эрмитаж	-, , , , , , , , 
680	Для начала к Гудвину за мозгами	-, , , , , , , , 
681	Летчий голландец	-, , , , , , , , 
682	Пёс Шпёдингера	Кот Шрёдингера, , , , , , , , 
683	Кот Валют	Код Валют, , , , , , , , 
684	Батя в хате кладет кафель	-, , , , , , , , 
685	Первые с конца	-, , , , , , , , 
686	Деградирующие белкИ	-, , , , , , , , 
687	Экологини	-, , , , , , , , 
688	Синяя Яма	-, , , , , , , , 
689	Люди MIX	Люди Икс, , , , , , , , 
690	Азат Жумабукович	-, , , , , , , , 
691	Спасибо, что пришли!	-, , , , , , , , 
692	Ремнем по Жоре	Ремнем по жопе, , , , , , , , 
693	Пузырь	-, , , , , , , , 
694	Burning out positive	-, , , , , , , , 
695	Красникра и партнёры	-, , , , , , , , 
696	Zemlekopy 2.0	-, , , , , , , , 
697	Сос мыслом	-, , , , , , , , 
698	OpenКи	-, , , , , , , , 
699	Удача	-, , , , , , , , 
700	Серпом по Зайцам	Как серпом по яйцам, , , , , , , , 
701	Хитрые Лисы	-, , , , , , , , 
702	Мысли шалрвливого скакуна	-, , , , , , , , 
703	Ангелы победы	-, , , , , , , , 
704	Палата #6	-, , , , , , , , 
705	Лера, Гоша и МЗГБ	-, , , , , , , , 
706	"Voron""Ezh"	-, , , , , , , , 
707	Хохотуньки	-, , , , , , , , 
708	Дети подземелье	-, , , , , , , , 
709	Игра Сов	Игра слов, , , , , , , , 
710	Магазинчик Бо	-, , , , , , , , 
711	Максим и Пушок	-, , , , , , , , 
712	Знаю, но забыл	-, , , , , , , , 
713	постаревшие капперы	-, , , , , , , , 
714	По чесноку	-, , , , , , , , 
715	Окей,гугл	-, , , , , , , , 
716	Затонские извилины	-, , , , , , , , 
717	Электровеники	-, , , , , , , , 
718	Псих и Ко	-, , , , , , , , 
719	ДиСиТи	-, , , , , , , , 
720	Спонджифай	-, , , , , , , , 
721	девочки и не только	-, , , , , , , , 
722	220 очков Гриффиндору	-, , , , , , , , 
723	Микс	-, , , , , , , , 
724	Все Путем	-, , , , , , , , 
725	Хогвартс-не помойка	-, , , , , , , , 
726	Бред Пить	Бред Питт, , , , , , , , 
727	Так исторически сложилось	-, , , , , , , , 
728	Ладно, я спать	-, , , , , , , , 
729	лакидос	-, , , , , , , , 
730	Всадник из пахлавы	Всадник без головы, , , , , , , , 
731	Семён и ребята	-, , , , , , , , 
732	Орден Сталина	-, , , , , , , , 
733	БайкаЗавр	-, , , , , , , , 
734	Не дурите маме голову	-, , , , , , , , 
735	Ну и что же тут криминального	-, , , , , , , , 
736	Фрунчоза	-, , , , , , , , 
737	Толик Дукалис	-, , , , , , , , 
738	Гирлянда	-, , , , , , , , 
739	Дискавери	-, , , , , , , , 
740	Я и миньоны	-, , , , , , , , 
741	Порешаем	-, , , , , , , , 
742	Братья и сестры	-, , , , , , , , 
743	Квентин на тарантине	-, , , , , , , , 
744	Красота спасет!	-, , , , , , , , 
745	Martini4girls++	-, , , , , , , , 
746	Шато&Марго	-, , , , , , , , 
747	Люди Ди	-, , , , , , , , 
748	Случайные пассажиры	-, , , , , , , , 
749	Крепкие орешки	-, , , , , , , , 
750	Те, кто пришел	-, , , , , , , , 
751	Кубенин и Борисоглебская	-, , , , , , , , 
752	Энергетические вампиры	-, , , , , , , , 
753	ЦНС(Цвет настроения - СИНИЙ)	-, , , , , , , , 
754	Блудливый калифорний	Блудливая калифорния, , , , , , , , 
755	чебуреки	-, , , , , , , , 
756	Звёзды 90х!	-, , , , , , , , 
757	Круглый параллелепипед	-, , , , , , , , 
758	Мама говорит, was bin ich besonders	-, , , , , , , , 
759	Супер суслики	-, , , , , , , , 
760	Династия Бдзынь	Династия Цзинь, , , , , , , , 
761	Бутылки сдал	-, , , , , , , , 
762	Хитрый иттрий	-, , , , , , , , 
763	Право неожиданности	-, , , , , , , , 
764	ВеснаНАСТУПИЛА	-, , , , , , , , 
765	Время покажет	-, , , , , , , , 
766	PostФактум	-, , , , , , , , 
767	АБВГДйка	-, , , , , , , , 
768	Позитивчик	-, , , , , , , , 
769	Да Но Не	-, , , , , , , , 
770	Big bada boom	-, , , , , , , , 
771	Атборные щи	-, , , , , , , , 
772	СССР	-, , , , , , , , 
773	В СССР Нанодумать не было!	-, , , , , , , , 
774	Тираннозавр Кекс	Тираннозавр Рекс, , , , , , , , 
775	Это нам не задавали	-, , , , , , , , 
776	Декабристы	-, , , , , , , , 
777	Сайлоны.	-, , , , , , , , 
778	Счастливы вместе	-, , , , , , , , 
779	Вудкрафт	-, , , , , , , , 
780	Веселые Павлики	-, , , , , , , , 
781	Ровшан Асеров с женщинами и друзьями	-, , , , , , , , 
782	Уйти в IT	-, , , , , , , , 
783	Марк Ламберт	-, , , , , , , , 
784	Домашние котики	-, , , , , , , , 
785	100 рублей за доллар	-, , , , , , , , 
786	Док Браун	-, , , , , , , , 
787	Узники Абакана	Узник Азкабана, , , , , , , , 
788	В 90 такого не было !	-, , , , , , , , 
789	50 энергичных финансистов	-, , , , , , , , 
790	Ой, все!	-, , , , , , , , 
